sku,nombre,id,archivo
100181,BILLETERA_LIAM,19003,100181_BILLETERA_LIAM_19003.jpg
100182,BILLETERA_LIAM,19004,100182_BILLETERA_LIAM_19004.jpg
100183,BILLETERA_LIAM,19005,100183_BILLETERA_LIAM_19005.jpg
100184,BILLETERA_LIAM,19006,100184_BILLETERA_LIAM_19006.jpg
100185,BILLETERA_LIAM,19007,100185_BILLETERA_LIAM_19007.jpg
100186,BILLETERA_LUCA,19008,100186_BILLETERA_LUCA_19008.jpg
100187,BILLETERA_LUCA,19009,100187_BILLETERA_LUCA_19009.jpg
100188,BILLETERA_LUCA,19011,100188_BILLETERA_LUCA_19011.jpg
100189,BILLETERA_LUCA,19013,100189_BILLETERA_LUCA_19013.jpg
100190,BILLETERA_LUCA,19016,100190_BILLETERA_LUCA_19016.jpg
100191,BILLETERA_LUCA,19017,100191_BILLETERA_LUCA_19017.jpg
100192,BILLETERA_LUCA,19023,100192_BILLETERA_LUCA_19023.jpg
100193,BILLETERA_LUCA,19030,100193_BILLETERA_LUCA_19030.jpg
100194,BILLETERA_LUCA,19039,100194_BILLETERA_LUCA_19039.jpg
100195,BILLETERA_LUCA,19043,100195_BILLETERA_LUCA_19043.jpg
100196,BILLETERA_LUCA,19044,100196_BILLETERA_LUCA_19044.jpg
100197,BILLETERA_LUCA,19048,100197_BILLETERA_LUCA_19048.jpg
100198,BILLETERA_LUCA,19049,100198_BILLETERA_LUCA_19049.jpg
100199,BILLETERA_LUCA,19052,100199_BILLETERA_LUCA_19052.jpg
100200,BILLETERA_LUCA,19053,100200_BILLETERA_LUCA_19053.jpg
100201,BILLETERA_LUCA,19054,100201_BILLETERA_LUCA_19054.jpg
100202,BILLETERA_LUCA,19055,100202_BILLETERA_LUCA_19055.jpg
100203,BILLETERA_LUCA,19056,100203_BILLETERA_LUCA_19056.jpg
100204,BILLETERA_LUCA,19057,100204_BILLETERA_LUCA_19057.jpg
100205,BILLETERA_MILO,19059,100205_BILLETERA_MILO_19059.jpg
100206,BILLETERA_MILO,19069,100206_BILLETERA_MILO_19069.jpg
100207,BILLETERA_MILO,19070,100207_BILLETERA_MILO_19070.jpg
100208,BILLETERA_MILO,19073,100208_BILLETERA_MILO_19073.jpg
100209,BILLETERA_MILO,19074,100209_BILLETERA_MILO_19074.jpg
100210,BILLETERA_MILO,39221,100210_BILLETERA_MILO_39221.jpg
100211,BILLETERA_MILO,19079,100211_BILLETERA_MILO_19079.jpg
